server,model,pp,tg,run,server_pp_tps,server_tg_tps,prompt_tokens,eval_tokens,acceptance,draft_len
ollama,Qwen3.5-9B-Q4_K_M,2048,64,6,110.2,12.99,2058,64,,
ollama,Qwen3.5-9B-Q4_K_M,2048,64,7,110.2,12.95,2058,64,,
ollama,Qwen3.5-9B-Q4_K_M,2048,64,8,110.2,12.99,2057,64,,
ollama,Qwen3.5-9B-Q4_K_M,2048,64,9,110.3,13.03,2058,64,,
ollama,Qwen3.5-9B-Q4_K_M,2048,64,10,110.1,12.98,2058,64,,
ollama,Qwen3.5-9B-Q4_K_M,2048,64,11,110.2,12.96,2058,64,,
ollama,Qwen3.5-9B-Q4_K_M,2048,64,12,110.2,12.98,2057,64,,
ollama,Qwen3.5-9B-Q4_K_M,2048,64,13,110.3,12.97,2059,64,,
ollama,Qwen3.5-9B-Q4_K_M,2048,64,14,110.3,12.99,2058,64,,
ollama,Qwen3.5-9B-Q4_K_M,4096,32,0,106.3,12.38,4106,32,,
ollama,Qwen3.5-9B-Q4_K_M,4096,32,1,107.1,12.77,4106,32,,
ollama,Qwen3.5-9B-Q4_K_M,4096,32,2,107.0,12.87,4106,32,,
ollama,Qwen3.5-9B-Q4_K_M,4096,32,3,106.9,12.94,4105,32,,
ollama,Qwen3.5-9B-Q4_K_M,4096,32,4,107.1,13.04,4106,32,,
ollama,Qwen3.5-9B-Q4_K_M,4096,32,5,107.0,13.08,4106,32,,
ollama,Qwen3.5-9B-Q4_K_M,4096,32,6,106.9,12.87,4106,32,,
ollama,Qwen3.5-9B-Q4_K_M,4096,32,7,107.0,12.87,4106,32,,
ollama,Qwen3.5-9B-Q4_K_M,4096,32,8,107.0,12.9,4106,32,,
ollama,Qwen3.5-9B-Q4_K_M,4096,32,9,107.0,13.03,4106,32,,
ollama,Qwen3.5-9B-Q4_K_M,4096,32,10,107.0,13.04,4107,32,,
ollama,Qwen3.5-9B-Q4_K_M,4096,32,11,107.0,12.88,4105,32,,
ollama,Qwen3.5-9B-Q4_K_M,4096,32,12,107.0,13.04,4106,32,,
ollama,Qwen3.5-9B-Q4_K_M,4096,32,13,107.0,13.04,4106,32,,
ollama,Qwen3.5-9B-Q4_K_M,4096,32,14,107.0,12.87,4105,32,,
ollama,Qwen3.5-9B-Q4_K_M,4096,64,0,107.5,12.51,4105,64,,
ollama,Qwen3.5-9B-Q4_K_M,4096,64,1,107.9,12.67,4106,64,,
ollama,Qwen3.5-9B-Q4_K_M,4096,64,2,108.0,12.78,4106,64,,
ollama,Qwen3.5-9B-Q4_K_M,4096,64,3,107.9,12.78,4106,64,,
ollama,Qwen3.5-9B-Q4_K_M,4096,64,4,107.9,12.77,4106,64,,
ollama,Qwen3.5-9B-Q4_K_M,4096,64,5,108.0,12.76,4105,64,,
ollama,Qwen3.5-9B-Q4_K_M,4096,64,6,107.9,12.76,4106,64,,
ollama,Qwen3.5-9B-Q4_K_M,4096,64,7,108.0,12.76,4107,64,,
ollama,Qwen3.5-9B-Q4_K_M,4096,64,8,107.9,12.79,4106,64,,
ollama,Qwen3.5-9B-Q4_K_M,4096,64,9,108.0,12.77,4106,64,,
ollama,Qwen3.5-9B-Q4_K_M,4096,64,10,107.9,12.73,4106,64,,
ollama,Qwen3.5-9B-Q4_K_M,4096,64,11,108.0,12.77,4106,64,,
ollama,Qwen3.5-9B-Q4_K_M,4096,64,12,108.0,12.78,4106,64,,
ollama,Qwen3.5-9B-Q4_K_M,4096,64,13,108.0,12.82,4106,64,,
ollama,Qwen3.5-9B-Q4_K_M,4096,64,14,108.0,12.92,4106,64,,
ollama,Qwen3.5-9B-Q4_K_M,8192,32,0,101.3,12.41,8202,32,,
ollama,Qwen3.5-9B-Q4_K_M,8192,32,1,101.3,12.66,8202,32,,
ollama,Qwen3.5-9B-Q4_K_M,8192,32,2,101.3,12.53,8202,32,,
ollama,Qwen3.5-9B-Q4_K_M,8192,32,3,101.4,12.71,8202,32,,
ollama,Qwen3.5-9B-Q4_K_M,8192,32,4,101.4,12.71,8202,32,,
ollama,Qwen3.5-9B-Q4_K_M,8192,32,5,101.4,12.72,8202,32,,
ollama,Qwen3.5-9B-Q4_K_M,8192,32,6,101.4,12.87,8202,32,,
ollama,Qwen3.5-9B-Q4_K_M,8192,32,7,101.3,12.72,8202,32,,
ollama,Qwen3.5-9B-Q4_K_M,8192,32,8,101.3,12.87,8203,32,,
ollama,Qwen3.5-9B-Q4_K_M,8192,32,9,101.4,12.69,8202,32,,
ollama,Qwen3.5-9B-Q4_K_M,8192,32,10,101.3,12.85,8202,32,,
ollama,Qwen3.5-9B-Q4_K_M,8192,32,11,101.5,12.69,8203,32,,
ollama,Qwen3.5-9B-Q4_K_M,8192,32,12,101.4,12.87,8202,32,,
ollama,Qwen3.5-9B-Q4_K_M,8192,32,13,101.3,12.86,8202,32,,
ollama,Qwen3.5-9B-Q4_K_M,8192,32,14,101.3,12.88,8202,32,,
ollama,Qwen3.5-9B-Q4_K_M,8192,64,0,101.2,12.4,8202,64,,
ollama,Qwen3.5-9B-Q4_K_M,8192,64,1,101.3,12.44,8202,64,,
ollama,Qwen3.5-9B-Q4_K_M,8192,64,2,101.4,12.29,8201,64,,
ollama,Qwen3.5-9B-Q4_K_M,8192,64,3,101.4,12.43,8202,64,,
ollama,Qwen3.5-9B-Q4_K_M,8192,64,4,101.4,12.43,8201,64,,
ollama,Qwen3.5-9B-Q4_K_M,8192,64,5,101.4,12.3,8201,64,,
ollama,Qwen3.5-9B-Q4_K_M,8192,64,6,101.3,12.51,8202,64,,
ollama,Qwen3.5-9B-Q4_K_M,8192,64,7,101.3,12.66,8202,64,,
ollama,Qwen3.5-9B-Q4_K_M,8192,64,8,101.3,12.53,8202,64,,
ollama,Qwen3.5-9B-Q4_K_M,8192,64,9,101.3,12.49,8203,64,,
ollama,Qwen3.5-9B-Q4_K_M,8192,64,10,101.3,12.5,8201,64,,
ollama,Qwen3.5-9B-Q4_K_M,8192,64,11,101.3,12.66,8202,64,,
ollama,Qwen3.5-9B-Q4_K_M,8192,64,12,101.4,12.51,8202,64,,
ollama,Qwen3.5-9B-Q4_K_M,8192,64,13,101.3,12.49,8202,64,,
ollama,Qwen3.5-9B-Q4_K_M,8192,64,14,101.4,12.5,8202,64,,
